t,ytt,w,x,xt,f,K,xtt,xtt+ytt,
1.28,-4.1,6.283185307179586,-0.16620698931077899,1.0890529340334625,-0.33241397862155797,2,10.251025649142312,6.151025649142312,
1.3,-5.3,6.283185307179586,-0.14236094293116336,1.296153529033752,-0.2847218858623267,2,10.431546387018134,5.131546387018134,
1.32,-4.4,6.283185307179586,-0.11448741693715823,1.4842927650538151,-0.22897483387431647,2,8.360216866712973,3.9602168667129725,
1.34,-3.6,6.283185307179586,-0.08326701764354713,1.6307860946618304,-0.16653403528709426,2,6.272458221453433,2.6724582214534327,
1.36,-3.2,6.283185307179586,-0.049513803539498975,1.7386231391675424,-0.09902760707899795,2,4.499281131548055,1.2992811315480548,
1.38,-2.4,6.283185307179586,-0.013989385957495182,1.806389997309398,-0.02797877191499036,2,2.2712858354506937,-0.12871416454930618,
1.4,-0.2,6.283185307179586,0.022349830074045392,1.8154017145986283,0.04469966014809079,2,-1.3667262478372746,-1.5667262478372745,
1.42,3.3,6.283185307179586,0.058057548949659726,1.7390962042278273,0.11611509789931945,2,-6.2476439856106545,-2.9476439856106547,
1.44,3.5,6.283185307179586,0.09149012150428044,1.5992693093284587,0.1829802430085609,2,-7.714795549015134,-4.214795549015134,
1.46,2.3,6.283185307179586,0.12193427143890585,1.445332936783593,0.2438685428778117,2,-7.658649768491081,-5.358649768491081,
1.48,0.6,6.283185307179586,0.1493522057941933,1.298704006145194,0.2987044115883866,2,-6.9857886262623,-6.3857886262623005,
1.5,-0.2,6.283185307179586,0.17391947751973555,1.1576341279833882,0.3478389550394711,2,-7.102483547697868,-7.302483547697868,
1.52,0,6.283185307179586,0.19558301894152696,1.0053930293563413,0.39116603788305393,2,-8.100332340694104,-8.100332340694104,
1.54,0.7,6.283185307179586,0.21397767886208013,0.8295388430542507,0.42795535772416027,2,-9.46022894035308,-8.76022894035308,
1.56,1.5,6.283185307179586,0.22858689766711351,0.6270472629256268,0.45717379533422703,2,-10.760640253946113,-9.260640253946113,
1.58,1.7,6.283185307179586,0.23893771958009466,0.4062831820822439,0.4778754391601893,2,-11.286048226228628,-9.586048226228629,
1.6,1.7,6.283185307179586,0.24479346695323745,0.17880677317732482,0.4895869339064749,2,-11.431467280601497,-9.731467280601498,
1.62,2.6,6.283185307179586,0.24602281551242738,-0.0587358606947896,0.49204563102485477,2,-12.29044855318407,-9.690448553184071,
1.64,3.7,6.283185307179586,0.24232934399802575,-0.3134724706911559,0.4846586879960515,2,-13.14860270282093,-9.448602702820931,
1.66,4.6,6.283185307179586,0.23339683580136353,-0.5812666596386377,0.46679367160272706,2,-13.59500538317818,-8.99500538317818,
1.68,7.2,6.283185307179586,0.21892053201936248,-0.8727606591235639,0.43784106403872497,2,-15.513613168223124,-8.313613168223124,
1.7,8.8,6.283185307179586,0.1983138838222742,-1.1901274309456253,0.3966277676445484,2,-16.180450851010427,-7.380450851010426,
1.72,8.4,6.283185307179586,0.17137668043048132,-1.4983260039310875,0.34275336086096264,2,-14.600824561687158,-6.200824561687158,
1.74,7.7,6.283185307179586,0.13862635028193163,-1.7697209399070226,0.27725270056386325,2,-12.505579870952118,-4.805579870952118,
1.76,6.6,6.283185307179586,0.1009064126573546,-1.9933589673712437,0.2018128253147092,2,-9.832146871301363,-3.2321468713013637,
1.78,4.2,6.283185307179586,0.05934453439449924,-2.1491601129947973,0.11868906878899849,2,-5.732614036677475,-1.532614036677475,
1.8,4.2,6.283185307179586,0.015332014131519762,-2.2461765997564185,0.030664028263039517,2,-3.9584950280648386,0.24150497193516163,
1.82,5.5,6.283185307179586,-0.030348709641736894,-2.320124354053155,-0.0606974192834738,2,-3.4272146918771424,2.0727853081228576,
1.84,7.4,6.283185307179586,-0.07743854947527852,-2.388909740211131,-0.15487709895055707,2,-3.4422508503468934,3.957749149653107,
1.86,6.5,6.283185307179586,-0.1257173133469123,-2.4295598532608493,-0.25143462669382466,2,-0.620956917217419,5.879043082782581,
1.88,4.3,6.283185307179586,-0.17415840672858363,-2.40087402967834,-0.3483168134571673,2,3.480606495800399,7.780606495800399,
1.9,2,6.283185307179586,-0.22120346147871053,-2.289909777321582,-0.4424069229574211,2,7.596038275843959,9.59603827584396,
1.92,1.9,6.283185307179586,-0.26536138936929965,-2.119950805146982,-0.5307227787385993,1.9999999999999987,9.37525037064429,11.27525037064429,
1.94,2.4,6.2831853071795845,-0.3058144702824822,-1.9219485292634322,-0.6116289405649644,2,10.397628892880592,12.797628892880592,
1.96,2.8,6.283185307179586,-0.34210755676765664,-1.7041903575465895,-0.6842151135353133,2,11.348329620590398,14.148329620590399,
1.98,4.8,6.283185307179586,-0.3739738796406997,-1.4851911524430408,-0.7479477592813994,2,10.523800867220242,15.323800867220243,
2,5.8,6.283185307179586,-0.4015695024267868,-1.2743380480180413,-0.8031390048535736,2,10.533742639959927,16.333742639959926,
2.02,7.3,6.283185307179586,-0.4249903959532459,-1.0699267475872678,-0.8499807919064918,2,9.881301210495383,17.181301210495384,
2.04,8.5,6.283185307179586,-0.4444438377581651,-0.8771002806257355,-0.8888876755163302,2,9.376598444469167,17.876598444469167,
2.06,6.1,6.283185307179586,-0.45991206874219376,-0.6599576603663833,-0.9198241374843875,2,12.305398887586747,18.40539888758675,
2.08,2.9,6.283185307179586,-0.4704121331952758,-0.3783512674689164,-0.9408242663905516,2,15.81376170792252,18.71376170792252,
2.1,0.2,6.283185307179586,-0.4746291054532888,-0.03422119433933423,-0.9492582109065776,2,18.550507118595558,18.750507118595557,
2.12,-0.6,6.283185307179586,-0.4715626124204689,0.3426603713601589,-0.9431252248409377,2,19.08736582309605,18.48736582309605,
2.14,-1.3,6.283185307179586,-0.4608779606402593,0.726250053014582,-0.9217559212805186,2,19.22094277505439,17.92094277505439,
2.16,-2.3,6.283185307179586,-0.4424950927257996,1.112465635186491,-0.8849901854515992,2,19.349616394483224,17.049616394483223,
2.18,-2.2,6.283185307179586,-0.4164556896287452,1.4872425005992507,-0.8329113792574904,2,18.080334415195573,15.880334415195573,
2.2,-1.7,6.283185307179586,-0.3832199062138797,1.8298631596435602,-0.7664398124277594,2,16.139073332684934,14.439073332684934,
2.22,-1.3,6.283185307179586,-0.3435298165891559,2.1322076060828166,-0.6870596331783118,2,14.058190228711245,12.758190228711245,
2.24,-2.6,6.283185307179586,-0.298110266418838,2.407756892373404,-0.596220532837676,2,13.46121862606388,10.86121862606388,
2.26,-5.2,6.283185307179586,-0.2472266990731916,2.6822259274812663,-0.4944533981463832,2,13.94894351667308,8.74894351667308,
2.28,-9.2,6.283185307179586,-0.19067790336955553,2.978174902664521,-0.38135580673911107,2,15.604916409708665,6.404916409708665,
2.3,-11.1,6.283185307179586,-0.12803536152193767,3.28378444407061,-0.25607072304387535,2,14.916675900032171,3.8166759000321715,
2.32,-9.8,6.283185307179586,-0.059646558713780426,3.541435455900528,-0.11929311742756085,2,10.819662040195107,1.0196620401951062,
2.34,-7.7,6.283185307179586,0.013012274578582833,3.7076729992948523,0.026024549157165677,2,5.7885361994243905,-1.9114638005756097,
2.36,-3.5,6.283185307179586,0.08784512387126162,3.7517027070935596,0.17569024774252323,2,-1.3823450842631417,-4.882345084263141,
2.38,-0.3,6.283185307179586,0.16219404664822676,3.66284533303008,0.3243880932964535,2,-7.4840244652572805,-7.78402446525728,
2.4,0.1,6.283185307179586,0.2337409807112767,3.4813249462017763,0.4674819614225534,2,-10.640152632861403,-10.540152632861403,
2.42,0.3,6.283185307179586,0.30105151967046956,3.240504855087976,0.6021030393409391,2,-13.406679163577197,-13.106679163577196,
2.44,1.4,6.283185307179586,0.3629472676265736,2.937635817738431,0.7258945352531472,2,-16.836046412193866,-15.436046412193866,
2.46,2.6,6.283185307179586,0.4181116322722318,2.5680030920183383,0.8362232645444636,2,-20.07449998187638,-17.474499981876377,
2.48,7.5,6.283185307179586,0.4650115223003886,2.100063235038689,0.9300230446007772,2,-26.649624255965296,-19.149624255965296,
2.5,10.1,6.283185307179586,0.5014201031577713,1.5280526638862402,1.0028402063155426,2,-30.47133451046208,-20.371334510462077,
2.52,10.3,6.283185307179586,0.5258166521551594,0.9085030532033266,1.0516333043103188,2,-31.400906959231428,-21.100906959231427,
2.54,8.8,6.283185307179586,0.5377825601432744,0.29228875865988,1.0755651202865488,2,-30.140994755708586,-21.340994755708586,
2.56,8.7,6.283185307179586,0.537614467594982,-0.3079877405459388,1.075228935189964,2,-29.808059819087603,-21.108059819087604,
2.58,8.7,6.283185307179586,0.5255320417700452,-0.8979227174284798,1.0510640835400904,2,-29.108664519960694,-20.408664519960695,
2.6,8.2,6.283185307179586,0.5018544755443525,-1.4643379883839205,1.003708951088705,2,-27.460378146154206,-19.260378146154206,
2.62,7.6,6.283185307179586,0.46721338612370655,-1.9925465330608534,0.9344267722474131,2,-25.293672821713606,-17.693672821713605,
2.64,5,6.283185307179586,0.4226005185570749,-2.453619219486472,0.8452010371141498,2,-20.758607097656757,-15.758607097656757,
2.66,2,6.283185307179586,0.3697205463517206,-2.8169580016613582,0.7394410927034412,2,-15.534013978165577,-13.534013978165577,
2.68,-1,6.283185307179586,0.310633800038763,-3.0736137695486634,0.621267600077526,2,-10.104605787352366,-11.104605787352366,
2.7,-2.6,6.283185307179586,0.24741606167894026,-3.23430199765915,0.4948321233578805,2,-5.948291477546245,-8.548291477546245,
2.72,-3.8,6.283185307179586,0.1817944865563635,-3.3151151404805583,0.363588973112727,2,-2.127189693905299,-5.927189693905299,
2.74,-5,6.283185307179586,0.11532219221309119,-3.3193582115733147,0.23064438442618238,2,1.6986309014150107,-3.3013690985849893,
2.76,-6.3,6.283185307179586,0.04953414938361588,-3.246543520381044,0.09906829876723175,2,5.568388237739623,-0.7316117622603766,
2.78,-5.7,6.283185307179586,-0.014156755647185612,-3.11632764157814,-0.028313511294371235,2,7.433714154357722,1.7337141543577221,
2.8,-5,6.283185307179586,-0.07488518783057563,-2.951063670378966,-0.14977037566115126,1.9999999999999998,9.068873511212805,4.068873511212805,
2.82,-4.1,6.283185307179586,-0.13200453159429115,-2.756597418725215,-0.2640090631885823,2,10.350542767895627,6.250542767895627,
2.84,-1.6,6.283185307179586,-0.18509578652594014,-2.5541297940631207,-0.3701915730518803,2,9.870173004959282,8.270173004959283,
2.86,0.5,6.283185307179586,-0.23421742946685145,-2.3588160590033516,-0.4684348589337029,2,9.635786194967642,10.135786194967642,
2.88,0.8,6.283185307179586,-0.2793700697925199,-2.151765152447437,-0.5587401395850398,2,11.040284632849108,11.840284632849109,
2.9,0.3,6.283185307179586,-0.3200595439560423,-1.9104626242396372,-0.6401190879120846,2,13.055671775989126,13.355671775989126,
2.92,-1.7,6.283185307179586,-0.3554343645087278,-1.6160648001158207,-0.7108687290174556,2,16.341228349467226,14.641228349467227,
2.94,-4.7,6.283185307179586,-0.38421559373176023,-1.2487288978209445,-0.7684311874635205,2,20.33898336325491,15.638983363254912,
2.96,-7,6.283185307179586,-0.4049194343287128,-0.8118105893572843,-0.8098388686574256,2,23.29162390658486,16.29162390658486,
2.98,-6.2,6.283185307179586,-0.4165256884250159,-0.3505344254794649,-0.8330513768500318,2,22.77592343569524,16.57592343569524,
3,-5.8,6.283185307179586,-0.4190067856660796,0.10085007851406652,-0.8380135713321591,2,22.303705279692128,16.503705279692127,
3.02,-5.5,6.283185307179586,-0.41257132333133767,0.5402962828471094,-0.8251426466626753,2,21.5839760941024,16.0839760941024,
3.04,-5,6.283185307179586,-0.3975267004118455,0.9599909117069836,-0.795053400823691,2,20.33181704025333,15.33181704025333,
3.06,-3.1,6.283185307179586,-0.3744527771728303,1.3375545043730386,-0.7489055543456606,2,17.378556941774683,14.278556941774683,
3.08,-2.5,6.283185307179586,-0.3443493636849824,1.6664103603410474,-0.6886987273699648,2,15.46614607584089,12.96614607584089,
3.1,-5.2,6.283185307179586,-0.307847705570407,1.9875493590435371,-0.615695411140814,2,16.604051823249605,11.404051823249606,
3.12,-8.2,6.283185307179586,-0.2646934679993747,2.3317638814930643,-0.5293869359987494,2,17.77062499322438,9.570624993224381,
3.14,-9.7,6.283185307179586,-0.2145403199889698,2.6815108740021842,-0.4290806399779396,2,17.158806562022654,7.458806562022655,
3.16,-8.8,6.283185307179586,-0.15769206209983375,2.992440303602047,-0.3153841241996675,2,13.89730966357724,5.097309663577239,
3.18,-6.3,6.283185307179586,-0.09539772822911062,3.220171481766984,-0.19079545645822124,2,8.852175305085606,2.5521753050856057,
3.2,-3.4,6.283185307179586,-0.029592494118306136,3.341867824687766,-0.05918498823661228,2,3.3084103518801182,-0.09158964811988168,
3.22,-3.3,6.283185307179586,0.03772192875701207,3.3803321341204304,0.07544385751402413,2,0.5364427517793073,-2.7635572482206925,
3.24,-4.3,6.283185307179586,0.10532448029659178,3.3743662555078164,0.21064896059318353,2,-1.1301499257697243,-5.430149925769724,
3.26,-4.1,6.283185307179586,0.17239619569733844,3.323373956055048,0.3447923913946769,2,-3.9588114717989575,-8.058811471798958,
3.28,-3.2,6.283185307179586,0.23784062867417935,3.2095972043670424,0.4756812573483587,2,-7.399561301868782,-10.599561301868782,
3.3,-2.8,6.283185307179586,0.30036322260790177,3.0333203363718124,0.6007264452158035,2,-10.201399561272945,-13.001399561272944,
3.32,-2.8,6.283185307179586,0.3588379016001877,2.8067354694743223,0.7176758032003754,2,-12.424466875419983,-15.224466875419981,
3.34,-2.8,6.283185307179586,0.41234986325520445,2.5377551451070843,0.8246997265104089,2,-14.435631251146019,-17.235631251146017,
3.36,-2,6.283185307179586,0.4600424518096484,2.2229544027883037,0.9200849036192968,2,-16.99978209480156,-18.99978209480156,
3.38,-1.6,6.283185307179586,0.5009712759739899,1.8636586419212062,1.0019425519479799,2,-18.880135996480025,-20.480135996480026,
3.4,-3.2,6.283185307179586,0.5344913901683805,1.489745402835609,1.068982780336761,2,-18.462495092592974,-21.662495092592973,
3.42,-3.2,6.283185307179586,0.5605296962324715,1.1111338283951542,1.121059392464943,2,-19.347713012202085,-22.547713012202085,
3.44,-2.6,6.283185307179586,0.5787993863932158,0.7119317532790262,1.1575987727864316,2,-20.518475833092257,-23.11847583309226,
3.46,-1.2,6.283185307179586,0.5888195430100549,0.28463431190043714,1.1776390860201098,2,-22.15296842014497,-23.35296842014497,
3.48,-0.2,6.283185307179586,0.5900171284595981,-0.16779876894154078,1.1800342569191962,2,-23.02968394547724,-23.22968394547724,
3.5,1.1,6.283185307179586,0.5819951839084415,-0.6370842022853059,1.163990367816883,2,-23.836073828108145,-22.736073828108143,
3.52,4.9,6.283185307179586,0.5642852832593703,-1.1436078603227098,1.1285705665187407,2,-26.745960054197262,-21.845960054197263,
3.54,7.9,6.283185307179586,0.5359449373929326,-1.696004404398954,1.0718898747858652,2,-28.41887945406151,-20.518879454061512,
3.56,8.4,6.283185307179586,0.49641857595732775,-2.2523964673672454,0.9928371519146555,2,-27.14868638482151,-18.74868638482151,
3.58,6.4,6.283185307179586,0.4462128723793436,-2.7542659364959126,0.8924257447586872,2,-22.977444320376193,-16.577444320376195,
3.6,4.1,6.283185307179586,0.38684713457976583,-3.1663068400212167,0.7736942691595317,2,-18.17844317107444,-14.078443171074442,
3.62,2.9,6.283185307179586,0.3201452061470701,-3.490697173992205,0.6402904122941402,2,-14.222864310580665,-11.322864310580664,
3.64,3.8,6.283185307179586,0.2476209682309039,-3.7548489762970956,0.4952419364618078,2,-12.160139276302056,-8.360139276302057,
3.66,5.9,6.283185307179586,0.1701587442494629,-3.987885967068655,0.3403174884989258,2,-11.114200373613745,-5.214200373613744,
3.68,9.2,6.283185307179586,0.08817661655303652,-4.210258853582509,0.17635323310607304,2,-11.093843097124928,-1.893843097124929,
3.7,12.1,6.283185307179586,0.0017893565052921564,-4.426493392552624,0.0035787130105843223,2,-10.501892268574146,1.5981077314258538,
3.72,12.6,6.283185307179586,-0.08863373174648241,-4.605355330720633,-0.17726746349296482,2,-7.36470246738027,5.23529753261973,
3.74,10.6,6.283185307179586,-0.18183340596553682,-4.695562455352892,-0.36366681193107364,2,-1.6513195231648368,8.948680476835163,
3.76,5.4,6.283185307179586,-0.2754814114323945,-4.639643700770361,-0.550962822864789,2,7.224674670639596,12.624674670639596,
3.78,0.5,6.283185307179586,-0.36626550614334924,-4.410766077310996,-0.7325310122866985,2,15.62240224222048,16.12240224222048,
3.8,-1,6.283185307179586,-0.4510369955411362,-4.0506758839512385,-0.9020739910822724,2,20.33329569687902,19.33329569687902,
3.82,-2.7,6.283185307179586,-0.5276737074020024,-3.597808904748291,-1.0553474148040047,2,24.888064982557022,22.188064982557023,
3.84,-2.3,6.283185307179586,-0.5945090061311564,-3.0789095821122845,-1.1890180122623129,2,26.930996380505025,24.630996380505024,
3.86,-0.1,6.283185307179586,-0.650706213387023,-2.54142498266452,-1.301412426774046,2,26.74694627646562,26.64694627646562,
3.88,2.5,6.283185307179586,-0.6962452100810873,-2.0158102173767753,-1.3924904201621746,2,25.74660170700779,28.24660170700779,
3.9,4.5,6.283185307179586,-0.7314589163255514,-1.5082318461239617,-1.4629178326511028,2,24.945430569654043,29.445430569654043,
3.92,5,6.283185307179586,-0.7566075907778782,-1.0056243291846743,-1.5132151815557564,2,25.24878187193638,30.24878187193638,
3.94,4.5,6.283185307179586,-0.7716035732523535,-0.49097996564795077,-1.543207146504707,2,26.14678317624754,30.64678317624754,
3.96,4.6,6.283185307179586,-0.7761946649428481,0.03148480400658467,-1.5523893298856961,2,26.031067633412036,30.631067633412037,
3.98,4.9,6.283185307179586,-0.7704002417176634,0.5455482098581598,-1.5408004834353268,2,25.308515635235487,30.208515635235486,
4,3.7,6.283185307179586,-0.7543957626903434,1.056152103590072,-1.5087915253806867,2,25.684190995681668,29.384190995681667,
4.02,0.9,6.283185307179586,-0.7280247811560778,1.5861442812588864,-1.4560495623121557,2,27.243304030216205,28.143304030216203,
4.04,-0.8,6.283185307179586,-0.6908442853503585,2.1319931173818154,-1.381688570700717,2,27.269696726836834,26.469696726836833,
4.06,-1.7,6.283185307179586,-0.6428234010436982,2.6661036115185057,-1.2856468020873963,2,26.072553289897762,24.372553289897763,
4.08,-3.1,6.283185307179586,-0.584353616010041,3.1772038437868604,-1.168707232020082,2,24.971578450908957,21.871578450908956,
4.1,-3.8,6.283185307179586,-0.5159545537058348,3.65543174012706,-1.0319091074116695,2,22.791004036010953,18.991004036010953,
4.12,-1.4,6.283185307179586,-0.43865660316868743,4.055683308395544,-0.8773132063373749,2,17.18851197836928,15.78851197836928,
4.14,1.6,6.283185307179586,-0.35453074493520964,4.335474687046043,-0.7090614898704193,2,10.761877350938333,12.361877350938332,
4.16,2.6,6.283185307179586,-0.2659711872131606,4.505276358130289,-0.5319423744263212,2,6.201672426436618,8.801672426436618,
4.18,0,6.283185307179586,-0.17469370800457068,4.618982754278446,-0.34938741600914136,2,5.155315682910227,5.155315682910227,
4.2,-1.5,6.283185307179586,-0.08142967970318601,4.700043196550196,-0.16285935940637203,2,2.942840359371032,1.442840359371032,
4.22,-1.4,6.283185307179586,0.012904115248543216,4.720559995637755,0.025808230497086443,2,-0.8890432429717984,-2.289043242971798,
4.24,-2.9,6.283185307179586,0.10699010174929505,4.680705607327554,0.2139802034985901,2,-3.088384358342978,-5.988384358342978,
4.26,-5,6.283185307179586,0.1998827979613637,4.603435605917099,0.3997655959227274,2,-4.626510907544861,-9.626510907544862,
4.28,-4.1,6.283185307179586,0.29072823426875927,4.4663217143288385,0.5814564685375185,2,-9.061254260196023,-13.161254260196023,
