x,f,
88,70.99999999999997,
90,71.99999999999997,
92,72.99999999999997,
94,73.99999999999997,
96,74.99999999999997,
98,75.99999999999997,
100,76.99999999999997,
100,76.99999999999997,
99.9,76.79999999999998,
99.8,76.59999999999997,
99.7,76.39999999999998,
99.6,76.19999999999996,
99.5,75.99999999999997,
99.4,75.79999999999998,
99.3,75.59999999999997,
99.2,75.39999999999998,
99.1,75.19999999999996,
99,74.99999999999997,
98.9,74.79999999999998,
98.8,74.59999999999997,
98.7,74.39999999999998,
98.6,74.19999999999996,
98.5,73.99999999999997,
98.4,73.79999999999998,
98.3,73.59999999999997,
98.2,73.39999999999998,
98.1,73.19999999999996,
98,72.99999999999997,
97.9,72.79999999999998,
97.8,72.59999999999997,
97.7,72.39999999999998,
97.6,72.19999999999996,
97.5,71.99999999999997,
97.4,71.79999999999998,
97.3,71.59999999999997,
97.2,71.39999999999998,
97.1,71.19999999999996,
97,70.99999999999997,
96.9,70.79999999999998,
96.8,70.59999999999997,
96.7,70.39999999999998,
96.6,70.19999999999996,
96.5,69.99999999999997,
96.4,69.79999999999998,
96.3,69.59999999999997,
96.2,69.39999999999998,
96.1,69.19999999999996,
96,68.99999999999997,
95.9,68.79999999999998,
95.8,68.59999999999997,
95.7,68.39999999999998,
95.6,68.19999999999996,
95.5,67.99999999999997,
95.4,67.79999999999998,
95.3,67.59999999999997,
95.2,67.39999999999998,
95.1,67.19999999999996,
95,66.99999999999997,
94.9,66.79999999999998,
94.8,66.59999999999997,
94.7,66.39999999999998,
94.6,66.19999999999996,
94.5,65.99999999999997,
94.4,65.79999999999998,
94.3,65.59999999999997,
94.2,65.39999999999998,
94.1,65.19999999999996,
94,64.99999999999997,
93.9,64.79999999999998,
93.8,64.59999999999997,
93.7,64.39999999999998,
93.6,64.19999999999996,
93.5,63.99999999999997,
93.4,63.79999999999998,
93.3,63.599999999999966,
93.2,63.39999999999998,
93.1,63.19999999999996,
93,62.99999999999997,
92.9,62.79999999999998,
92.8,62.599999999999966,
92.7,62.39999999999998,
92.6,62.19999999999996,
92.5,61.99999999999997,
92.4,61.79999999999998,
92.3,61.599999999999966,
92.2,61.39999999999998,
92.1,61.19999999999996,
92,60.99999999999997,
91.9,60.79999999999998,
91.8,60.599999999999966,
91.7,60.39999999999998,
91.6,60.19999999999996,
91.5,59.99999999999997,
91.4,59.79999999999998,
91.3,59.599999999999966,
91.2,59.39999999999998,
91.1,59.19999999999996,
91,58.99999999999997,
90.9,58.79999999999998,
90.8,58.599999999999966,
90.7,58.39999999999998,
90.6,58.19999999999996,
90.5,57.99999999999997,
90.4,57.79999999999998,
90.3,57.599999999999966,
90.2,57.39999999999998,
90.1,57.19999999999996,
90,56.99999999999997,
90,56.99999999999997,
91.1,57.82499999999997,
92.2,58.64999999999998,
93.3,59.47499999999997,
94.4,60.29999999999998,
95.5,61.12499999999998,
96.6,61.949999999999974,
97.7,62.774999999999984,
98.8,63.59999999999998,
99.9,64.42499999999998,
101,65.24999999999999,
102.1,66.07499999999999,
103.2,66.89999999999999,
104.3,67.725,
105.4,68.55,
106.5,69.375,
107.6,70.19999999999999,
108.7,71.02499999999999,
109.8,71.85,
110.9,72.675,
112,73.5,
113.1,74.32499999999999,
114.2,75.14999999999999,
115.3,75.975,
116.4,76.8,
117.5,77.625,
118.6,78.44999999999999,
119.7,79.27499999999999,
120.8,80.1,
121.9,80.925,
123,81.75,
124.1,82.57499999999999,
125.2,83.39999999999999,
126.3,84.225,
127.4,85.05,
128.5,85.875,
129.6,86.69999999999999,
130.7,87.52499999999999,
131.8,88.35000000000001,
132.9,89.17500000000001,
134,90,
135.1,90.82499999999999,
136.2,91.64999999999999,
137.3,92.47500000000001,
138.4,93.30000000000001,
139.5,94.125,
140.6,94.94999999999999,
141.7,95.77499999999999,
142.8,96.60000000000001,
143.9,97.42500000000001,
145,98.25,
146.1,99.07499999999999,
147.2,99.89999999999999,
148.3,100.72500000000001,
149.4,101.55000000000001,
150.5,102.1,
151.6,102.32,
152.7,102.53999999999999,
153.8,102.75999999999999,
154.9,102.97999999999999,
156,103.19999999999999,
157.1,103.41999999999999,
158.2,103.63999999999999,
159.3,103.85999999999999,
160.4,104.07999999999998,
161.5,104.29999999999998,
162.6,104.51999999999998,
163.7,104.73999999999998,
164.8,104.95999999999998,
165.9,105.17999999999998,
167,105.39999999999998,
168.1,105.61999999999998,
169.2,105.83999999999997,
170.3,106.05999999999997,
171.4,106.27999999999997,
172.5,106.49999999999997,
173.6,106.71999999999997,
174.7,106.93999999999997,
175.8,107.15999999999997,
176.9,107.37999999999997,
178,107.59999999999997,
179.1,107.81999999999996,
180.2,108.03999999999996,
181.3,108.25999999999996,
182.4,108.47999999999996,
183.5,108.69999999999996,
184.6,108.91999999999996,
185.7,109.13999999999996,
186.8,109.35999999999996,
187.9,109.57999999999996,
189,109.79999999999995,
190.1,110.01999999999995,
191.2,110.23999999999995,
192.3,110.45999999999995,
193.4,110.67999999999995,
194.5,110.89999999999995,
195.6,111.11999999999995,
196.7,111.33999999999995,
197.8,111.55999999999995,
198.9,111.77999999999994,
200,111.99999999999994,
