t,y'',x'',x',x
0.66,1.6,-10.255604526488794,0.45416561500288166,0.21455824315919964
0.68,2.4,-11.253772684550563,0.23907184770020853,0.2214906176312799
0.7,2.5,-11.368063421625143,0.012853491694825858,0.22400987096892053
0.72,3.4,-12.103350031791114,-0.22186063759306698,0.22191979955665483
0.74,5.2,-13.543428062264587,-0.47832841280112237,0.21491790920921738
0.76,6.3,-14.060416875032612,-0.7543668560041542,0.20259095679669348
0.78,5.6,-12.553174963808228,-1.0205027684439614,0.1848422609489266
0.8,3.7,-9.660583790972058,-1.2426403510266022,0.16221083026007288
0.82,1.5,-6.338416779172025,-1.4026303531519877,0.13575812380955105
0.84,-1.2,-2.4419726257234005,-1.4904342452383719,0.10682747847229779
0.86,-2.6,0.16335978259028439,-1.5132203731603933,0.07679093295967926
0.88,-2.9,1.6464885304108294,-1.4951218904349148,0.04670751099614307
0.9,-2.4,2.292633574720354,-1.4557306702640653,0.017198986048720215
0.92,-1.3,2.29798025581311,-1.409824532984813,-0.01145656534326707
0.94,0.3,1.7672762946441745,-1.3691719683888957,-0.039246529735850036
0.96,1.5,1.6128797748259562,-1.3353704084497182,-0.06629195289972385
0.98,1.5,2.6343728643756568,-1.292897883007037,-0.09257463522682767
1,2.1,3.006882332980783,-1.2364853322943914,-0.11786846681448075
1.02,2.9,3.1294640197424126,-1.1751218701387398,-0.14198453829977584
1.04,1.3,5.602081428463758,-1.0878064176083306,-0.16461382067144265
1.06,-0.8,8.468268739842657,-0.9471029190702348,-0.18496291358339062
1.08,-1.7,9.980144131012919,-0.7626187944852206,-0.2020601303367926
1.1,-0.9,9.624227141822622,-0.5665750861387837,-0.21535206884593466
1.12,-0.5,9.520177965519402,-0.37513103934447145,-0.2247691298902795
1.14,0.2,8.96772805847969,-0.19025198323684955,-0.23042295998971976
1.16,0.7,8.47891540779976,-0.01578555247368374,-0.23248333530077211
1.18,0.3,8.760920102285498,0.1566127987737653,-0.23107506286924864
1.2,-0.3,9.10351118254721,0.33525710762908084,-0.22615636391516167
1.22,-1,9.400863289883311,0.520300848217336,-0.21760078454792958
1.24,-1.3,9.148657883952497,0.7057960558095531,-0.2053398157817147
1.26,-2.2,9.354990696809804,0.8908325374812883,-0.1893735302056806
1.28,-4.1,10.413171108766313,1.088514151118521,-0.16958006376210094
1.3,-5.3,10.600194202686382,1.298647799536195,-0.14570844478912606
1.32,-4.4,8.519697618328077,1.4898467134727107,-0.1178235002823141
1.34,-3.6,6.421380318387426,1.6392574895002745,-0.08653245895199353
1.36,-3.2,4.638258193580399,1.7498538721479309,-0.0526413460930369
1.38,-2.4,2.3958970113923694,1.8201954226254022,-0.016940853943271772
1.4,-0.2,-1.2671018926696778,1.8314833735603238,0.01957593320237167
1.42,3.3,-6.182626410004086,1.7569860921987301,0.05546062705787678
1.44,3.5,-7.664204357651516,1.618517787617182,0.089215665101552
1.46,2.3,-7.614510124800865,1.4657306462077169,0.12005814875041775
1.48,0.6,-6.945867961224805,1.3201268686019583,0.1479167232758268
1.5,-0.2,-7.073422531726347,1.1799339668060023,0.17291733107109927
1.52,0,-8.089171820053524,1.0283080266773075,0.19499975051235183
1.54,0.7,-9.470501772035188,0.8527112946813132,0.21380994330549746
1.56,1.5,-10.793009945860597,0.6500761820316032,0.22883781773672743
1.58,1.7,-11.336415580985364,0.42878193170945567,0.23962639863299443
1.6,1.7,-11.498077574307334,0.20043700526043565,0.24591858786205195
1.62,2.6,-12.378340892730254,-0.03832717407314484,0.24753968613769048
1.64,3.7,-13.25799330895749,-0.29469051035985505,0.24420950936779573
1.66,4.6,-13.723254901107932,-0.5645029864297304,0.2356175745919446
1.68,7.2,-15.669959255029053,-0.8584351214212049,0.2213881938314867
1.7,8.8,-16.3564308694392,-1.1786990155074313,0.2010168529175353
1.72,8.4,-14.781414372583296,-1.4900774609678056,0.17432908874930095
1.74,7.7,-12.6866421619773,-1.7647580201738224,0.1417807346653971
1.76,6.6,-10.008859075919762,-1.9917130274799533,0.10421602502849604
1.78,4.2,-5.8944229140836875,-2.150745843825327,0.06279143724135496
1.8,4.2,-4.118640752072082,-2.2508764782487907,0.018775215004453037
1.82,5.5,-3.5917068172601176,-2.327979952218716,-0.027013348276767865
1.84,7.4,-3.6124622952207956,-2.4000216417332676,-0.074293363159497
1.86,6.5,-0.7764524579822734,-2.4439107882842994,-0.12273268637696941
1.88,4.3,3.35034171000592,-2.418171896339372,-0.17135351213644598
1.9,2,7.493519302323609,-2.3097332886398685,-0.21863256292946923
1.92,1.9,9.288031433560285,-2.1419177850319984,-0.2631490726711664
1.94,2.4,10.323465854384425,-1.9458028165360626,-0.3040262777731702
1.96,2.8,11.289320177439478,-1.7296749610486577,-0.3407810547274841
1.98,4.8,10.470983675725908,-1.5120719273808108,-0.37319852288719185
2,5.8,10.494732512315839,-1.302414770186596,-0.4013433892337791
2.02,7.3,9.853845359098024,-1.098928996020719,-0.4253568263591101
2.04,8.5,9.363376427885413,-0.9067567824462683,-0.44541368369547424
2.06,6.1,12.329877449053871,-0.6898242485256956,-0.46137949364833025
2.08,2.9,15.880797149482099,-0.407717508845913,-0.47235491097672666
2.1,0.2,18.656084692321574,-0.062348698147470905,-0.4770555729415925
2.12,-0.6,19.21809826844035,0.3163931229946088,-0.4745151287499045
2.14,-1.3,19.374718577948144,0.702321282832327,-0.4643279849193355
2.16,-2.3,19.52654790704729,1.0913339389871708,-0.4463914331020537
2.18,-2.2,18.271243148632536,1.4693118410955044,-0.4207849758735759
2.2,-1.7,16.339085003689544,1.815415114882714,-0.38793770704798736
2.22,-1.3,14.265454567377166,2.1214605037527337,-0.34856895174159314
2.24,-2.6,13.683913187641249,2.4009541750557473,-0.3033448059643468
2.26,-5.2,14.192323779366824,2.6797165384950032,-0.2525380999644577
2.28,-9.2,15.87450128799605,2.980384782448173,-0.1959370880201572
2.3,-11.1,15.195235281731165,3.2910821412008175,-0.1332224201854494
2.32,-9.8,11.082975012403494,3.5538642382685266,-0.0647729579207207
2.34,-7.7,6.028045516056636,3.7249744397285167,0.008015427232302511
2.36,-3.5,-1.1832327510212202,3.773422566295971,0.08299939561652506
2.38,-0.3,-7.321597501024583,3.6883742656764906,0.15761736226840814
2.4,0.1,-10.498947521363842,3.5101688194358087,0.22960279151053137
2.42,0.3,-13.287817908693084,3.2723011704519958,0.2974274898934092
2.44,1.4,-16.747434943723118,2.971948648641236,0.35986998668864295
2.46,2.6,-20.018527643721836,2.6042890309846194,0.41563236223851524
2.48,7.5,-26.651258033004403,2.137591184648867,0.46305116333495727
2.5,10.1,-30.516342251247785,1.5659151945842993,0.5000862262994907
2.52,10.3,-31.474080342792185,0.9460109824998387,0.5252054875088727
2.54,8.8,-30.231385016745833,0.3289563426967048,0.5379551604758607
2.56,8.7,-29.92432071481952,-0.27260070117310065,0.5385187168785002
2.58,8.7,-29.250644773825478,-0.8643503428329151,0.5271492066925684
2.6,8.2,-27.62367816922882,-1.433093559551056,0.5041747681822474
2.62,7.6,-25.47610380269954,-1.9640913674016136,0.4702029196720507
2.64,5,-20.94550036909787,-2.4283073987435504,0.4262789329923767
2.66,2,-15.72083196911504,-2.7949707139301156,0.37404615303313365
2.68,-1,-10.28920450802162,-3.055071072887786,0.3155457364725409
2.7,-2.6,-6.137294335793927,-3.2193360576543326,0.25280166656955905
2.72,-3.8,-2.320514812157656,-3.303914147243381,0.18756916597864196
2.74,-5,1.5038503278249458,-3.3120807919041693,0.12140921806595656
2.76,-6.3,5.375814459550325,-3.2432841455681416,0.0558555701564717
2.78,-5.7,7.23434336820748,-3.1171825701091533,-0.0077490955786261514
2.8,-5,8.865494057909528,-2.9561841994465774,-0.0684827619166802
2.82,-4.1,10.145420094042695,-2.7660750621763257,-0.1257053532538846
2.84,-1.6,9.65671266198586,-2.5680537390421616,-0.17904664007379878
2.86,0.5,9.420365197209797,-2.377282964714264,-0.22850000600599416
2.88,0.8,10.838178615855833,-2.1746975311117454,-0.27401980994680736
2.9,0.3,12.875463098905986,-1.9375611192645392,-0.31514239553140877
2.92,-1.7,16.195622829219936,-1.6468502664811742,-0.35098650858768754
2.94,-4.7,20.236956838616113,-1.2825244779461298,-0.3802802553771943
2.96,-7,23.230698176266877,-0.8478479375130779,-0.401583979055611
2.98,-6.2,22.73783230296604,-0.3881626429955159,-0.41394408458442705
3,-5.8,22.292371035294455,0.06213938032205424,-0.4172043171382898
3.02,-5.5,21.600937518724766,0.5010724560513274,-0.4115721989004436
3.04,-5,20.376221397941492,0.9208440358353638,-0.3973530342993998
3.06,-3.1,17.44143535213864,1.29902059488326,-0.37515438848839194
3.08,-2.5,15.555462351659616,1.6289895645458612,-0.34587428754856203
3.1,-5.2,16.73994853270806,1.951943666170951,-0.31006495604179485
3.12,-8.2,17.953181776094954,2.2988749615044624,-0.2675567707151727
3.14,-9.7,17.375933452484592,2.6521661058935853,-0.21804636114783613
3.16,-8.8,14.13074920160524,2.9672329253921914,-0.16185237209101191
3.18,-6.3,9.0885982052099,3.1994263942704144,-0.10018578027274162
3.2,-3.4,3.542041926446057,3.325732792763806,-0.03493418986088615
3.22,-3.3,0.7818003904294102,3.368971214966107,0.03201284872003002
3.24,-4.3,-0.8698805602354662,3.368090413287734,0.09938346349671781
3.26,-4.1,-3.6954767313708854,3.3224368413921073,0.16628873454806684
3.28,-3.2,-7.141858715613621,3.2140634893445954,0.23165373639441217
3.3,-2.8,-9.95033962492355,3.0431415097596277,0.2942257849868601
3.32,-2.8,-12.181719028105599,2.821820928176237,0.35287540805529743
3.34,-2.8,-14.205381502394156,2.557949928769216,0.40667311542227946
3.36,-2,-16.791181543722832,2.2479843052363178,0.45473245668812484
3.38,-1.6,-18.694360146935995,1.8931288962613662,0.49614358777749074
3.4,-3.2,-18.29024053709838,1.5232828976877248,0.5303077049533541
3.42,-3.2,-19.202552058885335,1.1483549801081798,0.5570240831341555
3.44,-2.6,-20.407072745558217,0.7522587409171853,0.5760302199195889
3.46,-1.2,-22.08272403984576,0.3273607825603551,0.5868264149130505
3.48,-0.2,-22.999695531351552,-0.12346340307491199,0.5888653886623304
3.5,1.1,-23.849338197117845,-0.5919537298880309,0.5817112174926092
3.52,4.9,-26.818845422114414,-1.0986355547551319,0.5648053250240538
3.54,7.9,-28.545700361652862,-1.6522810002178643,0.5372961600892016
3.56,8.4,-27.312211840713246,-2.210860109756309,0.4986647498529391
3.58,6.4,-23.160029613060903,-2.7155825130126257,0.4494003247263955
3.6,4.1,-18.376226574075428,-3.1309450655999123,0.39093505024707087
3.62,2.9,-14.440529263245129,-3.4591126166380013,0.3250344748976844
3.64,3.8,-12.408217167107477,-3.727600074940365,0.25316734958825615
3.66,5.9,-11.396786295601537,-3.965650104246622,0.1762348495159617
3.68,9.2,-11.414388938295218,-4.193761851486895,0.09464073178239721
3.7,12.1,-10.852990524546177,-4.416435641138161,0.008538758780675754
3.72,12.6,-7.725753971596776,-4.602223081946917,-0.08164782643434772
3.74,10.6,-2.0010303713746564,-4.699490923202526,-0.17466496440674703
3.76,5.4,6.911886828844461,-4.65038235972549,-0.26816369514616767
3.78,0.5,15.349290007954338,-4.4277705963332625,-0.35894522267762985
3.8,-1,20.082546756120326,-4.073452236612148,-0.4439574491069126
3.82,-2.7,24.66541352986487,-3.6259726437542446,-0.5209516961896209
3.84,-2.3,26.72720876883076,-3.1120464322544343,-0.5883318854436431
3.86,-0.1,26.554631694703858,-2.5792280395285077,-0.6452446288893736
3.88,2.5,25.567233433699702,-2.0580093998946167,-0.6916170022471015
3.9,4.5,24.786630543940056,-1.5544707713731847,-0.7277418031523274
3.92,5,25.12349620480756,-1.0553695150414912,-0.7538402054331294
3.94,4.5,26.064126073751346,-0.5434933036972274,-0.7698288332631429
3.96,4.6,25.98922780536451,-0.02295977654089998,-0.7754933639389121
3.98,4.9,25.307631989003838,0.49000880993704177,-0.7708228737093443
4,3.7,25.73459391302014,1.0004310575484552,-0.7559184753676286
4.02,0.9,27.35506457397517,1.531327630551945,-0.7306008890525167
4.04,-0.8,27.434651662839997,2.079224780673641,-0.6944953657472822
4.06,-1.7,26.28372600420339,2.6164085453370816,-0.6475390335367308
4.08,-3.1,25.229600940605717,3.131541803271047,-0.5900595313354166
4.1,-3.8,23.08806520143257,3.61471845389159,-0.5225969302716968
4.12,-1.4,17.500876446873246,4.020607861302313,-0.4462436688263862
4.14,1.6,11.081567915196446,4.306432298534336,-0.3629732690892582
4.16,2.6,6.53700694001806,4.482618043148423,-0.27508276763693645
4.18,0,5.524273463940452,4.603230844492102,-0.18422428079137668
4.2,-1.5,3.3326081004364285,4.691799658156204,-0.09127397784249483
4.22,-1.4,-0.4947558840781348,4.720178179685477,0.0028457984321809933
4.24,-2.9,-2.685509189251949,4.688375529663021,0.09693133342269034
4.26,-5,-4.21766153136179,4.619343823999862,0.19000852487888178
4.28,-4.1,-8.672169164879756,4.4904455199185485,0.2811064162818693
4.3,-1.9,-14.257194018869077,4.261151893206172,0.36862238845698203
4.32,-0.4,-18.876692476567225,3.92981303565781,0.4505320359147985
4.34,2.4,-24.465554927219006,3.496390571307695,0.5247940703245677
4.36,7.4,-31.828892683970356,2.9334461077785905,0.5890924356782501
4.38,12.5,-38.73793988008211,2.2277777979109823,0.6407046735815224
4.4,14,-41.38785407372738,1.426519876282398,0.677247649506657
4.42,13.5,-41.36922308655241,0.5989491231772484,0.6975023390485259
4.44,11.7,-39.40245923025678,-0.2087676819369657,0.7014041533737163
4.46,8.9,-35.83307110749893,-0.9611229684980713,0.6897052471308569
4.48,6.1,-31.729076052260982,-1.6367444249943537,0.6637265737766013
4.5,6.7,-30.558816256022318,-2.259623334154758,0.6247628970560162
4.52,8,-29.61851034592714,-2.861396586723572,0.57355269899187
4.54,6.9,-25.821159504613867,-3.4157932728372504,0.5107808017993231
4.56,6,-21.84781144772197,-3.8924829717057636,0.43769804098742
4.58,4.2,-16.66205721912416,-4.277581649766598,0.3559973965988481
4.6,-2,-6.854301122980344,-4.512745227931328,0.26809412978666003
4.62,-5.4,0.1869160536176082,-4.579419077134679,0.17717248876825706
4.64,-7.6,5.972114650470706,-4.517828771470446,0.08620001231559915
4.66,-9.9,11.720108298626613,-4.3409065459339935,-0.002387338878363595
4.68,-12.5,17.5411040084502,-4.048294429403616,-0.08627934675660714
4.7,-12.8,20.743333875647675,-3.665450059119876,-0.16341678991768582
4.72,-9.8,20.29636262332096,-3.2550531033032764,-0.23262181999506434
4.74,-8,20.7347088089568,-2.844742398151658,-0.2936197736462031
4.76,-6.4,21.04482822507731,-2.426947037149771,-0.346336666820903
4.78,-1,17.222827975406457,-2.044270483698421,-0.39104884102998994
4.8,3.2,14.359755879100508,-1.728444652212609,-0.42877599154583274
4.82,4.7,13.993247347410419,-1.4449146262848898,-0.4605095836215067
4.84,4.7,14.910222079722345,-1.155879938473991,-0.4865175286877726
4.86,4.2,16.086633455866576,-0.845911390046439,-0.5065354415255416
4.88,1,19.702090502420354,-0.48802415846297287,-0.5198747967124779
4.9,-7.5,28.28154749707646,-0.008187789193183581,-0.5248369160781275
4.92,-14.1,34.453133018032204,0.6191590019356092,-0.518727204087266
4.94,-14.1,33.43829061470716,1.2980732230880871,-0.49955488226556394
4.96,-12.3,30.107107688549632,1.9335271919171517,-0.46723887883783055
4.98,-6.6,22.4292500903422,2.458890757963279,-0.42331470032080815
5,-2.5,16.05780627256495,2.843761312989823,-0.3702881807965122
5.02,-3.4,14.482769345590231,3.1491670623450245,-0.3103588983826876
5.04,-5.7,14.092656753660194,3.4349213169504234,-0.24451801606139156
5.06,-10.3,15.784647608418707,3.7336943538931147,-0.17283186095526665
5.08,-8.8,11.116529002822574,4.002706113992646,-0.0954678580056293
5.1,-4.3,3.309406437911833,4.146965465175542,-0.013971144035540969
5.12,0.6,-4.8907116192061135,4.131152413716049,0.06881003290307142
5.14,5.1,-12.55236271030006,3.956721674319818,0.14968877197564937
5.16,3.8,-14.159545445131496,3.689602598736079,0.2261520129971217
5.18,0.9,-13.932724200725762,3.408679908556618,0.2971348364834589
5.2,-0.7,-14.789281426495512,3.121459858704274,0.36243623269646785
5.22,-0.2,-17.507626024895067,2.79849079140929,0.4216357378743914
5.24,2.1,-21.731122832656936,2.406103311604314,0.47368167774121
5.26,3,-24.18223927612332,1.9469697007789475,0.5172124068920549
5.28,4.1,-26.435928749599235,1.4407880318357642,0.5510899834609791
5.3,8.2,-31.25836354352011,0.86384512180025,0.5741363144822137
5.32,10.1,-33.354606167967795,0.21771543912749503,0.5849519198497435
5.34,5.4,-28.312362612542884,-0.3989542348939701,0.5831395319325887
5.36,1.8,-23.964469897645618,-0.9217225483110725,0.5699327643957325
5.38,0.8,-21.87382607184972,-1.3801054977603684,0.5469144844495167
5.4,0.9,-20.55617315895131,-1.8044054805845349,0.5150693753778613
5.42,0.9,-18.826331127191615,-2.1982305146432886,0.475043016320242
5.44,-1.6,-14.314515170555719,-2.5296389702132056,0.4277643225284382
5.46,-3.5,-10.212402955265368,-2.774908145989223,0.37471885255207266
5.48,-5,-6.381187233313837,-2.9408440441660586,0.31756133192809005
5.5,-6.9,-2.078862275248614,-3.025444537360715,0.25789844744639173
5.52,-6.4,-0.17639942524733243,-3.047997153861584,0.19716403189168874
5.54,-1.7,-2.485516552761445,-3.074616313046687,0.13593789859111677
5.56,-1.6,-0.13827424481979467,-3.1008542204360365,0.07418319463661477
5.58,-0.7,1.3934370897618766,-3.0883025922671665,0.012291627892967089
5.6,-3,6.091763840606932,-3.0134505846365514,-0.048725902512221975
5.62,-9.4,14.759205509464197,-2.804940895796395,-0.10690981601603959
5.64,-11.5,18.8300131734531,-2.4690487164749975,-0.15964971095992497
5.66,-8.9,17.875053345981897,-2.101998059484869,-0.20536017769781506
5.68,2.5,7.8471840475351735,-1.8447756912990665,-0.24482791432348175
5.7,12.6,-0.9280456152178349,-1.775584308522441,-0.2810315135124833
5.72,16.3,-3.2225687365365747,-1.8170904511122505,-0.3169582603058048
5.74,12.8,1.750707462992695,-1.8318090635187028,-0.3534472546365217
5.76,2.7,13.259051712716268,-1.6817114751165558,-0.38858245923754126
5.78,-7.7,24.77285010608133,-1.3013924654293723,-0.41841349797622485
5.8,-15.1,32.81163539567209,-0.7255476232829736,-0.4386828984102919
5.82,-10.4,28.17563737351252,-0.11567490922284518,-0.4470951235473222
5.84,-2.5,19.933069715512236,0.3654121509142684,-0.4445977511862286
5.86,3.2,13.640289860895852,0.7011457391741186,-0.43393217252373895
5.88,6.4,9.681207296491591,0.9343607055352322,-0.41757710844220963
5.9,3,12.200266869479501,1.1531754423040526,-0.3967017474304175
5.92,-1.2,15.30914980366989,1.4282696028867128,-0.37088729755550776
5.94,-3.8,16.55469141624808,1.7469080079637689,-0.33913552215671044
5.96,-5.4,16.531422801975985,2.077769142750687,-0.3008887515044478
5.98,-0.8,10.049275193464648,2.343576116763844,-0.2566752998975502
6,0.7,6.55852540348467,2.5096541190212047,-0.20814299862448124
6.02,-1.8,6.991320360150137,2.645152573628926,-0.15659493285016904
6.04,-6.3,9.31129515239428,2.8081787251104515,-0.1020616210816898
6.06,-11.5,12.167865786807788,3.0229703297015056,-0.04375013183693361
6.08,-13.2,11.312222747794001,3.257771209799315,0.019057282154219465
6.1,-8.6,3.98576375722867,3.410751071430175,0.08574250347598349
6.12,1.3,-8.647913650662785,3.3641295735379053,0.1534913084113605
6.14,8.9,-18.750818887419836,3.090142254281173,0.2180340252469091
6.16,11.1,-23.083716697712706,2.671796907780595,0.27565341557963297
6.18,6.9,-20.622213557715305,2.2347376149953515,0.3247187597106965
6.2,-2.7,-12.456110845019584,1.9039543783615842,0.36610567871919614
6.22,-9.6,-6.856386533287891,1.710829408895189,0.40225351578379676
6.24,-10.4,-7.291440650367651,1.5693511402209193,0.4350553205417803
6.26,-5.1,-13.708954556599942,1.3593471928451974,0.4643423032178264
6.28,1.5,-21.163256392953134,1.0106250911442132,0.48804202552799036
6.3,7.2,-27.32971687847644,0.5256953692689416,0.5034052297887275
6.32,10.6,-30.721415046092048,-0.05481593700130416,0.5081140240061541
6.34,13.4,-33.006122755633974,-0.6920913007743497,0.5006449517953444
6.36,12.8,-31.35638417554877,-1.3357163557000358,0.48036687568385084
6.38,7.5,-24.527716437431103,-1.8945573493387646,0.4480641393554853
6.4,4,-19.166175877863132,-2.331496262725361,0.4058036041794406
6.42,4.2,-17.244718242632107,-2.6956051957918445,0.3555325907179133
6.44,4.6,-15.267515977559697,-3.020727530726712,0.2983692647304277
6.46,6,-14.065972988757542,-3.3140624138333385,0.2350213667007631
6.48,4.8,-10.05306963352379,-3.5552528346651258,0.16632821575119006
6.5,-0.8,-1.5128869736914585,-3.6709123981520855,0.09406656503819175
6.52,-1.2,1.7866118104921271,-3.6681751498452613,0.020675691198632176
6.54,3.9,-0.46676400743146074,-3.6549766721096635,-0.052555825384065086
6.56,6.7,-0.3958353815632396,-3.6636026658068044,-0.1257416171273998
6.58,3.2,5.980761364078386,-3.607753407229981,-0.19845517623249292
6.6,-3.3,15.215558626446931,-3.3957902120624746,-0.26849061086000353
6.62,-2.5,16.84229287596009,-3.0752117042038924,-0.3332006285762856
6.64,0.4,16.092835936563553,-2.745860423440231,-0.3914113485516158
6.66,-1.1,19.49684817674259,-2.3899635902620835,-0.4427695875406928
6.68,-1.7,21.669670855917946,-1.9782984091369122,-0.4864522065583001
6.7,4.1,17.086537867763393,-1.5907363305627866,-0.5221425531575556
6.72,14.7,7.470207562520464,-1.3451688817488083,-0.5515016046244456
6.74,14.9,8.20932134419518,-1.1883735961862998,-0.5768370288375058
6.76,5.4,18.514218777848058,-0.9211382009390441,-0.5979321463372466
6.78,-5.4,29.751293424262936,-0.43848308970611677,-0.6115283589397992
6.8,-10.4,34.63742708781571,0.2054041010226692,-0.6138591487745364
6.82,-8.3,31.84393693898145,0.8702177264308981,-0.603102930740421
6.84,-5,27.372501156149756,1.4623820941463048,-0.5797769330560257
6.86,-4.2,25.005840454005288,1.9861654985403836,-0.5452914578999694
6.88,-3.8,22.665171783747944,2.462875610262614,-0.5008010478063776
6.9,-2.3,18.886978444949417,2.8783971032619586,-0.4473883218649993
6.92,-1.9,15.941305016636262,3.2266799300930873,-0.3863375528960399
6.94,-1.4,12.668034403784917,3.5127733179026133,-0.31894302192246804
6.96,-1,9.320930175393311,3.732662958779479,-0.24648866077512835
6.98,2.5,2.7529995724668987,3.8534022535593473,-0.1706280103473578
7,8.3,-6.108550677196386,3.8198467432620764,-0.09389552209424837
7.02,8.3,-9.00756282303329,3.6686856116384945,-0.01901020021906007
7.04,7,-10.443564587296173,3.4741743418828657,0.05241839771959992
7.06,0.5,-6.5050840489507555,3.3046878593087143,0.12020701821632196
7.08,-5.2,-3.2943615162712945,3.2066934058468406,0.18532082941247038
7.1,-3.5,-7.456223212710334,3.099187560959967,0.24837963767106425
7.12,-0.5,-12.769863018852641,2.89692670316522,0.3083407789720801
7.14,-1.6,-13.743329733884085,2.631794781564013,0.3636279925836069
7.16,-4.2,-12.994092853239753,2.364420561669054,0.4135901448991964
7.18,-3.8,-15.046882116727602,2.0840108182370267,0.4580744577039553
7.2,0.4,-20.648402663451876,1.7270579784137499,0.4961851448186228
7.22,4.9,-26.184119478044956,1.258732767466666,0.5260430516100507
7.24,2.3,-24.167781668997048,0.7552137672507729,0.546182516507073
7.26,-3.9,-18.187927257570305,0.3316566874523381,0.5570512208111696
7.28,-1.5,-20.568147319468753,-0.05590404965539475,0.5598087471275035
7.3,6,-27.70810931756277,-0.5386666052351258,0.5538630407114952
7.32,6.8,-27.660039398768376,-1.0923480800226915,0.5375528942234772
7.34,1.4,-20.978887321806262,-1.5787373363567905,0.5108420406567166
7.36,-3.8,-14.21936184509931,-1.9307198201584244,0.4757474698759892
7.38,-5.5,-10.787978533009017,-2.1807932183499315,0.43463234040990045
7.4,4.2,-18.61341502316248,-2.4748071473399227,0.38807633779360967
7.42,9.6,-21.788168973335754,-2.878822978274447,0.3345400377340955
7.44,3,-12.597555956575004,-3.2226802198877462,0.2735250071162658
7.46,-6.5,-0.3788294611785563,-3.352444071164834,0.2077737656753948
7.48,-14,9.753706427917809,-3.2586953035928894,0.14166237340552237
7.5,-20.5,18.657000064491225,-2.9745882450190866,0.07932953931265005
7.52,-28.9,29.100801313684407,-2.497010241912031,0.02461355566633644
7.54,-32.8,34.50983620878087,-1.8609038809054637,-0.018965584587768793
7.56,-29.5,32.137304112587174,-1.19443249258858,-0.04951894763978833
7.58,-15.5,18.579055244980356,-0.6872689103488945,-0.06833596124857004
7.6,-9.1,12.431891455330199,-0.37715945027727565,-0.07898024461691346
7.62,-10.4,13.83626315428208,-0.11447791005254299,-0.08389661811032213
7.64,-9.9,13.213226004319603,0.15601697548744187,-0.08348122746525785
7.66,-0.3,3.2878295651598126,0.3210275274939627,-0.07871078254207156
7.68,9.1,-6.414252839039406,0.28976329545397683,-0.07260287444911455
7.7,9.4,-6.842669193349797,0.15719407809323777,-0.06813330081354516
7.72,0.5,2.0393721757888725,0.10916110899124906,-0.0654697490022353
7.74,-6.8,9.222486701739514,0.2217796952493113,-0.062160341033800734
7.76,-3.4,5.506921527175322,0.3690737742461804,-0.05625180647091186
7.78,0.2,1.533075247866749,0.4394737404230392,-0.04816633150494412
7.8,-0.2,1.5651671209381868,0.47045616341857743,-0.03906703266991314
7.82,-3.5,4.4724901916583235,0.5308327351950209,-0.029054143907582666
